# 166.6 °C
# x/y-Skala vom Raster übernommen
0.500, 0.864
0.750, 0.896
1.000, 0.843
1.250, 0.864
1.500, 0.830
1.750, 0.867
2.000, 0.873
2.250, 0.850
2.500, 0.836
2.750, 0.867
3.000, 0.853
3.250, 0.874
3.500, 0.823
3.750, 0.790
4.000, 0.799
4.250, 0.959
4.500, 0.875
4.750, 0.961
5.000, 1.027
5.250, 1.052
5.500, 0.989
5.750, 0.959
6.000, 0.970
6.250, 1.026
6.500, 1.153
6.750, 1.530
7.000, 2.016
7.139, 2.154
7.339, 1.978
7.500, 1.660
7.750, 1.267
8.000, 1.207
8.250, 1.288
8.500, 1.596
8.750, 1.979
9.000, 2.683
9.250, 3.214
9.500, 2.973
9.750, 2.149
10.000, 1.573
10.250, 1.560
10.500, 1.813
10.750, 2.288
11.000, 3.255
11.250, 4.050
11.421, 4.161
11.647, 3.985
11.750, 3.655
12.000, 3.054
12.250, 2.342
12.500, 2.414
12.750, 2.614
13.000, 3.426
13.250, 4.253
13.500, 4.829
13.750, 4.897
13.983, 4.500
14.250, 3.891
14.500, 3.534
14.750, 3.460
15.086, 3.998
15.250, 4.420
15.500, 5.218
15.750, 5.677
16.000, 5.626
16.250, 5.549
16.500, 5.248
16.750, 5.048
17.000, 5.025
17.250, 5.237
17.500, 5.757
17.750, 6.393
18.002, 6.770
18.250, 6.903
18.500, 6.945
18.750, 6.944
18.989, 6.933
19.250, 6.956
19.500, 7.080
19.750, 7.409
20.000, 7.712
20.250, 8.065
20.500, 8.428
20.750, 8.734
21.000, 8.880
21.250, 9.003
21.500, 9.199
21.750, 9.484
22.000, 9.827
22.191, 10.182
22.526, 10.722
22.750, 11.039
22.999, 11.437
23.250, 11.800
23.500, 12.130
23.750, 12.503
23.981, 12.917
24.250, 13.383
24.500, 13.997
