# Skalenpunkte zur Franck-Hertz-Kurve
# Die y-Werte sind hier praktisch nutzlos
0.540, 0.861
2.523, 0.799
4.680, 0.786
6.668, 0.849
8.720, 0.761
10.677, 0.818
12.834, 0.861
14.822, 0.855
16.961, 0.874
18.906, 0.811
21.013, 0.874
23.064, 0.836
