# Brems:
1    0
0.9  0.042
0.85 0.063
0.8  0.084
0.75 0.115
0.7  0.15
0.6  0.25
0.5  0.36
0.4  0.54
0.3  0.68
0.2  0.865
0.1  1.025
0   1.25
# Beschleunigung:
-5   10.05
-4   9.2
-3   7.4
-2.5 6.6
-2   5.45
-1.5 4.3
-1   3.2
-0.5 2.225
-0.4 2.0
0    1.2
