-5    6.8
-4    6.15
-3    5.2
-2.5  4.65
-2    3.9
-1.5  3.3
-1    2.55
-0.5  1.7
0     0.55
#
0.173 0.265
0.2   0.235
0.25  0.155
0.3   0.097
0.33  0.072
0.35  0.058
0.37  0.047
0.4   0.033
0.45  0.019
0.5   0.0095
0.55  0.0035
0.603 0
