#f  UBr
20  3.12
40  2.88
80  2.1
160 0.77
320 0.75
640 2.04
480 1.55
300 0.625
#310
230 0.13
225 0.127
220 0.141
215 0.17
221 0.136
222 0.133
223 0.13
224 0.128
226 0.125
227 0.126
228 0.1265
229 0.127
