#	Temperatur 1 (°C)	Temperatur 2 (°C)	Temperatur 3 (°C)	Temperatur 4 (°C)	Temperatur 5 (°C)	Temperatur 6 (°C)	Temperatur 7 (°C)	Temperatur 8 (°C)
1	27.69	29.04	29.74	28.06	28.49	29.30	29.15	26.22
2	27.69	29.09	29.80	28.06	28.49	29.50	29.18	26.23
3	27.70	29.35	30.14	28.08	28.54	30.37	29.19	26.24
4	27.71	29.91	30.83	28.10	28.71	31.67	29.23	26.25
5	27.75	30.67	31.74	28.15	29.02	33.10	29.33	26.24
6	27.82	31.55	32.79	28.25	29.46	34.51	29.50	26.26
7	27.93	32.46	33.88	28.40	30.00	35.87	29.74	26.26
8	28.08	33.38	34.97	28.59	30.60	37.15	30.07	26.27
9	28.28	34.28	36.02	28.84	31.24	38.34	30.46	26.28
10	28.51	35.16	37.05	29.14	31.92	39.45	30.92	26.29
11	28.78	36.01	38.02	29.46	32.62	40.47	31.41	26.30
12	29.07	36.81	38.94	29.80	33.32	41.43	31.93	26.31
13	29.39	37.57	39.80	30.18	34.03	42.33	32.49	26.33
14	29.71	38.30	40.61	30.57	34.73	43.18	33.05	26.34
15	30.05	39.00	41.38	30.97	35.43	43.97	33.64	26.36
16	30.40	39.65	42.09	31.37	36.12	44.73	34.22	26.37
17	30.75	40.27	42.77	31.79	36.81	45.44	34.80	26.39
18	31.11	40.87	43.41	32.20	37.48	46.12	35.39	26.42
19	31.48	41.44	44.01	32.61	38.14	46.77	35.97	26.45
20	31.84	41.97	44.57	33.03	38.79	47.39	36.54	26.47
21	32.21	42.48	45.11	33.44	39.43	47.98	37.09	26.50
22	32.57	42.97	45.62	33.84	40.05	48.55	37.64	26.54
23	32.93	43.44	46.09	34.24	40.66	49.11	38.18	26.58
24	33.30	43.89	46.55	34.65	41.26	49.62	38.70	26.62
25	33.66	44.31	46.97	35.04	41.84	50.13	39.21	26.67
26	34.01	44.73	47.38	35.42	42.41	50.62	39.70	26.72
27	34.36	45.12	47.77	35.81	42.96	51.09	40.19	26.78
28	34.72	45.50	48.14	36.19	43.50	51.55	40.65	26.84
29	35.06	45.86	48.49	36.56	44.03	51.98	41.11	26.90
30	35.41	46.21	48.83	36.92	44.55	52.41	41.55	26.97
31	35.75	46.55	49.15	37.28	45.05	52.82	41.97	27.04
32	36.08	46.88	49.46	37.63	45.54	53.22	42.38	27.11
